"","id","coment2","coment4","coment6","coment8","coment10","coment12","coment14","coment16","coment18","coment20","coment22","coment24","coment26","coment29","coment31"
"819",819,"Es absurdo el tamaño de las porciones que están mandando a domicilio durante la cuarentena, son exageradamente pequeñas. Son la tercera parte del tamaño que sale en las fotos y no llegan al gramaje que prometen. Es lamentable que un restaurante que era tan buena...caiga en esa practica tan miserable de negarle a las porciones.Más","Una experiencia completa...buen ambiente, bien servicio y la comida excelente. No es la primera vez que damos las 5 estrellas a Teryaki Komodo pero es simplemente un lugar donde se puede disfrutar de una buena comida con un excelente servicio. En general pide los noodles,...pero esta vez pedi el sushi y igual fue muy rico.Más","Visitados el 22 de octubre.
Protocolo de bio seguridad: Bien a la entrada, medición de temperatura, aplicación de gel anti bacterial y tapete desinfectante.
Aforo de clientes, inconcebible para la época de pandemia en cuanto a cantidad y distanciamiento.
En la parte interna: no hay...aire acondicionado, colocan ventiladores que no refrescan lo suficiente, como sudando es MUY incomodo.
En cuanto a la atención recibida, de entrada se solicitó un plato en especial, trajeron otro.
En cuanto a plato fuerte, se pidió un arroz vegetariano, duro.
No se desinfectan las mesas antes de llegar nuevos clientes.Más","Se ordenaron unas Costillas! Realmente Suaves y jugosas, buena opción y buen servicio. Buen servicio.","Recomendado para parejas o grupo de amigos! Buen ambiente, buenos cocteles y un muy buen sushi. El ambiente es lo mejor a destacar ideal para ir con la pareja o con un grupo de amigos a tomarse unos buenos cocteles y comer uno de los...mejores suhi de barranquilla sino el mejor! 
Los restaurante q los califico como excelentes, es porque tienen para mi 3 aspectos fundamentales; 1) comida exquisita, 2) buen ambiente, 3) excelente atención. Y teriyaki komodo en Barranquilla para mi cumple con estas tres, entonces se los recomiendo a ciegas y desde ahora esta catalogado como unos de mis restaurantes favoritos en esta ciudad.Más","Dragon Roll de fuerte y Sushi Oreo de postre y no te arrepentirás. Excelente restaurante de comida japonesa en Barranquilla!","El plato de pork ribs es un icono. La carne es suave, con buen marmoleo y un toque entre dulce y picante que hace que sea una de las mejores opciones de wagyu en este restaurante. Viene acompañado de unos vegetales salteados que combinan perfecto...con el sabor de la carneMás","Es raro que en Barranquilla haya fila para entrar a algún restaurante, cuando vi que teníamos que esperar 20 minutos dudé en esperar, pero valió la pena. El personal fue super amable, tienen música en vivo, nos consiguieron una espacio en la barra de sushi...para esperar y fue tan cómodo y entretenido que decidimos quedarnos ahí. El sushero nos explicaba cada plato que hacía, él y los meseron nos recomendaron la especialidad de la casa, los cocteles deliciosos. La comida es rápida, los cocteles y las cervezas se demoraban porque estaba bastante lleno, pero nos pidieron disculpas porque tuvieron un inconveniente con dos barman incapacitados. En general es muy bueno, los precios van de acuerdo al lugar y la atención. Recomendado y definitivamente volvería.Más","Una experiencia sin igual, la atención es super buena, la ambientación es para toda clase de personas, la rapidez de los platos es increible! Sin duda recomendado.","Excelente sitio con diferentes ambientes, exquisita la variedad de sushi bastante artísticos.  Muy buen sabor y presentación ,",NA,NA,NA,NA,NA
"820",820,"Un sabor inolvidable. Para ser economico la calidad de sus productos es insupersble, sin duda el mejor.","Un buen Sushi, no es la locura, sin embargo algo por mejorar es la atención, llegué a las 3:30pm y todos los empleados pegados al celular, y esto era mas importante que los clientes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",821,"Terrible, estaba un poco escéptica al pedir sushi ahora en cuarentena, pero había tenido buena experiencia en Woko Woko así que decidí comprar 20 rollos que me llegaron con la rúgula en full mal estado, el aguacate aún peor, estaba aguadisimo y sabía a podrido,...me ha dejado muy mal (salud). Que pena en serio.Más","Le dicen a uno que se demora 15-20 minutos, el domicilio llego 1:15 minutos despues, enviado con un domiciliario que nl conoce la ciudad y no es capaz de encontrar direcciones.","la comida me ha gustado bastante, las porciones son generosas sin pasarse al exceso y los precios me oarecen adecuados. buen servicio y amabilidad, tiene varias opciones y he visto platos nuevos.. bueno para regresar","Atención amable y rápida, económico, recomiendo el sushi róbalo crispi y los parqueaderos son los del centro comercial así que siempre hay lugar","La comida es buena, el pedido sale rápido,  algunos platos me parecen costoso para lo que ofrecen, punto a mejorar el tamaño de las porciones algunas son muy pequeñas.","El día de ayer tuve la oportunidad de conocerlos y fue un poco decepcionante, el sushi tenía una textura un poco difícil de masticar y el servicio prestado por la señorita que atiende deja mucho que desear, para nada se compara con la amabilidad y...alegría que nos caracteriza a los costeños!Más","La comida no es nada parecido a la imagen del plato arroz frito camboya, al indicarle a la cajera mi apreciación dijo que la salsa me la entregarán después? ??? Que es eso????","Me encantaaaa ","Recomendadisimo!","Mala experiencia en local de Vive Barranquilla.",NA,NA,NA,NA,NA
"822",822,"No era la primera vez que lo visitaba pero si la primera vez en muchisimos años. Creo que el restaurante le hace falta mantenimiento. 
Afortunadamente aun conserva ese toque especial en la comida... muy rica la comida.
Me falto mas ambiente.. creo que se han...concentrado tanto en vender domicilios que han descuidado el lugar fisico.Más","Este restaurante era mi preferido en comida asiatica de la ciudad, sin embargo ultimamente ha bajado mucho su calidad en la comida, la presentacion de los platos, el sabor de la comida, e incluso en el servicio.","El restaurante El Gran Chef es un sitio para compartir en familia, amigos, pareja y hasta solo gracias a sus excelentes platillos.","Siempre me ha gustado el gran chef por la comida de calidad que ofrecen además de su bonito jardín con cascada muy relajante. Pero en esta vez me decepcionaron por completo, pedí medio arroz de camarón con pollo para disfrutar con mi esposo y la...porción fue bastante pequeña además el arroz estaba re seco venía medio quemado unos cuantos camarones unas cuantas tiras de pollo y no tenía ni raíces chinas, definitivamente Qué tristeza se salvó una sopita de vegetales que había pedido al principio que sí estuvo deliciosa. Además el precio no es proporcional con relación al vr del arroz completo, ya que sólo descuentan $9000 siendo el arroz entero por valor de 38 y el medio arroz 29 que realmente era como para una persona. Muy triste me fui del restaurante con una sensación de estafa y de falta de interés por el cliente. La atención es mala, se demoran mucho para atender y los baños necesita una remodelación urgente.Más","Año tras año este ha sido el sitio predilecto de mis Hijos y de la Familia. Muy buen servicio; la comida excelente.","Mantiene un muy buen sabor, realmente delicioso, pero tienen que poner mucha atención al servicio a la mesa, no está acordé a su precio y su locación, mejoren pronto","El día domingo 17 de septiembre pedí a domicilio un arroz frito el gran cheff especial ( que trae cerdo, carnes de res, pollo, y camarones).

El arroz en general tenía un muy buen sabor, las diferentes carnes muy ricas y buenas.

Pero los camarones...estaban sin desvenar, error gravísimo y peligroso, porque fácilmente puede llevar a una intoxicación, por lo cual no nos comimos esos camarones, con muchos ganas de comer camarones pero no podíamos arriesgarnos a una intoxicación. 

El día de hoy lunes 18 de septiembre a las 11:10 am (hora de Colombia)  llame al restaurante, una señorita me contestó, le comente la situación y solo me dice que lo tendrá en cuenta para decirle a los cocineros, yo le digo si pero como se disculparan conmigo (no esperaba dinero solo un detalle en comida por su error) que me darán por el error, ya que perdi dinero y quería comer camarones lo cual no pude, se limita a decir que no podía hacer nada porque llame un dia despues, sigo hablando con ella, tratando de hacerla  entender que podría perder el cliente, solo colocaba excusas, se nota que no es la dueña y no le importa, y efectivamente me perdieron como cliente, lo logró!! 

Un error, es una gran oportunidad para fidelizar a un cliente.Más","Pedimos un arroz de camarones y enviaron un arroz frito sencillo con un par de camarones, no pidan a domicilio","El restaurante tradicional, es muy limpio y organizado. La comida es muy deliciosa, los meseros son muy atentos. Tiene un jardín muy bien cuidado. Si recomiendo este lugar!!!","Excelente restaurante de comida oriental, su calidad lo tiene aún dentro de los mejores después de mucho tiempo, muy muy buena comida",NA,NA,NA,NA,NA
"823",823,"Ubicado en la 51b con 82, estuvo deliciosa la comida y la atencion, ahora siempre pido para mis reuniones, tienen unas bandejas a muy buen precio","tienen el mejor sushi de Barranquilla y además tienen Arroz y Pasta Teppanyaki, Muy buen servicio y excelente calidad en su comida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",824,"Una estrella por todo lo que nos pasó consideró es mucho. Llegamos y el sitio estaba algo lleno por tanto les pedimos si era una mejor mesa, por alguna razón nos olvidaron y terminaron pasando otra gente que llego después primero que nosotros. Cuando logramos...sentarnos en una mesa decente le pedimos la carta a la señorita... esperamos unos 15 minutos y no llego nos toco volver a pedirla... mi esposo pidió una cerveza (corona ) la señorita nos trajo la cerveza servida y no era corona era una más económica que mi esposo al probar por supuesto se dio cuenta por lo tanto le dijimos y le pedimos un cambio inmediato. Mientras tanto en la mesa de al lado pedían también una cerveza, no lo van a creer la chica bajo y trajo a la mesa de al lado LA MISMA CERVEZA QUE MI ESPOSO YA HABÍA PROBADO que por supuesto el comensal de la mesa se dio cuenta, le dijo que no quería esa cerveza y la mesera tuvo el descaro de preguntarle que si quería entonces ella la cambiaba... fatal. 

La atención de los meseros es malísima a todos los clientes le ponen mala cara cómo si no quisieran estar en el lugar, tuercen los ojos y hacen comentarios entre ellas de los clientes. 

La comida nos llego fría, dice picada para dos y trae 3 pedacitos de carne, 3 de pollo, cómo 6 camarones titi ósea de los pequeños y 3 o 4 anillos de calamar pasados de cocción por qué estaban cauchudos, pero lo peor realmente es el servicio, para completar pido una botella de agua y la señorita jamás la llevo, la llame a recordarle la botella y me pregunto qué si aún la quería a lo cual no tuve otra opción de decirle que no la quería ya. 

En verdad cero recomendado, Es más si puedes evita acercarte al restaurante.Más","muy buenos sushis, lugar agradable. lo negativo son sus altos precios. pero vale la pena probar los sushis de los mejores en la ciudad","Excelente restaurante, el sushi y toda la comida es exquisita, buena presentación, buen sabor, buen aroma, precios adecuados para la calidad, y excelente atención del personal, y lo mejor es que tiene WAKAME!!!!!! no lo había podido encontrar en otro lado. Gracias por todo","A mi esposo y a mi nos encanta el sushi así que decidimos probar otro lugar de los ya comunes en la ciudad, y decidimos ir a este restaurante. Me parecieron muy ricos, las combinaciones muy buenas, los rollos no son tan grandes por eso...me pareció la relación costo/beneficio buena mas no excelente, pero manejan los mismos precios q el resto de restaurantes de sushi de la ciudad. El lugar es muy lindo, tiene una decoración bastante elegante, excelente para una cena con amigos o en pareja. Recomendado.Más","Comí aquí buscando una opción saludable y ligera para la noche. Es una restaurante agradable, con música chillout, y dos ambientes diferentes. 
Lo bueno:
1) el ambiente y la música.
2) la carta tiene diferentes opciones de sushi, pescados y otros.
3) la atención, estuvieron...pendientes de mí en todo momento.
4) el restaurante tiene mesas adentro con aire acondicionado, y afuera al aire libre, dos ambientes para todos los gustos!

Lo malo:
1) los precios son altos para el tipo de comida.
2) pedí un salmón Teriyaki con verduras, y aunque la consistencia y sabor estaban bien, tanto el pescado como las verduras venían con mucha salsa, lo que los hace pesados.
3) las verduras estaban un poco pasadas de cocción y la presentación podría haber sido mejor, una lástima, porque pedí más verduras y no me las comí.....Más","He venido 3 veces y me ha ido súper bien.

La comida deliciosa y la atención muy amable y rápida!

Tienen otros restaurantes al lado, como Abruzzo, Heladería Americana y Chiken Kitchen lo que da otras opciones si se viene en grupo.","Le doy 2 puntos por rescatar lo bueno: El ambiente, la decoración y la música. Sin embargo, el servicio es pésimo. Pedimos dos mojitos y demoraron más de media hora en traerlos a la mesa. Luego pedimos una entrada de croquetas de cangrejo, que también...demoró más de 40 minutos, y nos trajeron algo que se nota que no es preparado en su cocina. Literal son croquetas de las que consigues en la sección de congelados de los almacenes de cadena, muy malas. Pedí un nuevo mojito y demoró otra media hora y eso porque reclamé diciendo que si lo traían en balsa. Finalmente, cuando pedí la cuenta incluyeron una gaseosa que NO había pedido, me trataron de convencer que si lo había hecho hasta que aceptaron su error pero demoraron más de 20 minutos en corregir la cuenta. Para completar, en Colombia es obligatorio por ley preguntar al cliente si se incluye el valor del servicio y no lo hicieron, pasaron la tarjeta por el total. ¿De verdad, después de todo lo que pasó, creían que me gustaría pagar por el mal servicio? GRAVE! Para mí el servicio es clave y éste lugar no es que brille por ello. Cero recomendadoMás","Pesima imitacion de sushi ni la salsa teriyaki sabe a teriyaki...recomendacion: al sushi no se le hecha curry","Pesimo lugar. Ayer fui. Se escucha la licuadora todo el tiempo.Hay mucho eco. El aire no se siente. La comida se demora mucho y no es nada del otro mundo. Me sentia comiendo en una tienda! Eramos 2 personas y nos dieron una sola carta...rn lugar de 2 cartas. Todo muy malo!!!Más","excelente el servicio la presentación,el sitio ,la ubicación  , el sabor    
muy bueno lo recomiendo. los precios  da gusto comer, cada viaje a Barranquilla los visitare.",NA,NA,NA,NA,NA
"825",825,"Siempre que voy, la misma buena calidad, rápido y  buen precio. Para llevar  o comer en el lugar atienden bien y con familiaridad.  Es un restaurante sencillo y practico, para cualquier día y momento","Es una comida bastante regular, para destacar la cantidad es muchísimo lo que sirven, pero muy pobre de sabor y de proteinas","Primera vez que pido en este restaurante, hice mi pedido para llevar un chop suey especial personal que nos alcanzo para comer mi esposo y yo y quedo!! pero lo mejor de todo fue el sabor, verduras y carnes frescas y de buena calidad, salsa...en su punto. Muy buena comida le gana por mucho a gran chef que era mi favorito, la infraestructura sencilla pero la comida deliciosa. Lo recomiendo.Más","Mi familia pide ahí hace 17, 18 años, lo seguimos haciendo pero personalmente creo que han bajado de calidad un poco, esto puede ser por que han cambiado de cocineros o porque ya no consiguen los mismos ingredientes. Eso si, esto pasa con casi casi...todos los restaurantes y desafortunadamente ellos no son la excepción.

Pero hasta el día de hoy sigo pidiendo! 

Larga vida a China wok y al señor Takian!Más","Siempre que viajo a Barranquilla visito este restaurante. Es buenísimo, lo recomiendo 100 por ciento!!!","Muy recomendando para almorzar los domingos o festivos. Buen sabor, excelente precios y relativamente rápido.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",826,"Variedad de exquisitos platos, muy buen precio, excelente servicio y buen ambiente. Super Recomendado.","Pésima atención y demora en el servicio. Lastima porque su comida es buena.
A plenas 1 pm no prenden el aire en una ciudad como Barranquilla.
Terrible.
No lo recomiendo.","me encanto ir a este restaurante la comida deliciosa y con gran variedad de productos , la atención fue excelente, buenos precios, en fin una buena experiencia","Deliciosa experiencia.","Muchas gracias por tu calificación y comentario #teriyakifan! Te esperamos pronto nuevamente para que vuelvas a vivir la experiencia Teriyaki!","Exelente atención al cliente desde el momento de la entrada al restaurante un sushi exquisito al paladar y un arroz increíble lo recomiendo al 100% una experecia agradable","Sushi","Muchas gracias por tu calificación y comentario #teriyakifan! Te esperamos pronto nuevamente para que vuelvas a vivir la experiencia Teriyaki!","He ido varias veces a este restaurante y siempre me ha parecido que tiene una excelente relación de precio respecto a la calidad de la comida. No incluyen el servicio en la factura para lo tenga en cuenta por si quiere agradecerle al personal que...lo atendió con una propina.Más","Sushi sushi sushi","Muchas gracias por tu calificación y comentario #teriyakifan! Recuerdas qué postre no estaba disponible? Pedimos disculpas :( Te esperamos pronto nuevamente para que vuelvas a vivir la experiencia Teriyaki!","Comida deliciosa, el servicio todavía le falta, la comida se demoro un poco y la entrada no la dieron junto con el fuerte, sin embargo la comida estaba bastante buena","El sitio de moda.","Muchas gracias por tu calificación y comentario #teriyakifan! Pedimos disculpas por la demora, vamos a mejorar nuestro servicios en hora pico. Te esperamos pronto nuevamente para que vuelvas a vivir la experiencia Teriyaki!",NA
"827",827,"Nosotros lo calificamos mas Que un 5, es Como las tres B: Bueno, Bonito y Barato....pagamos 12,500 pesos por persona y podiamos escoger una sopa por cierto muy rica, 1 Ensalada, 1 carbohidrato, 2 carnes y 1 bebida.

Las instalaciones son muy lindas, tienen full...aire Que es perfecto por Que ese dia hacia mucho calor en Barranquilla y ademas esta ubicado al norte de la ciudad, muy seguro.

Nosotros volveremos!Más","Fui como avanzada para decidir si celebrábamos el cumpleaños de una compañera de la oficina y todo dependía de dos factores calidad y cantidad. El primero, pedí una sopa de pollo (parecía ajiaco hasta que encontré un trozo de yuca), puré, pollo a la plancha...y algo que decía lomo a la pimienta, pero que lamentablemente no era lomo...

El segundo cantidad....

Es de esos lugares que te pueden sacar de un apuro pero que a los que quizá no regreses.Más",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",828,"Fuimos dos personas 
Pedimosndos platos 
En el restaurante habían nuestra mesa y otra mesa de dos 
En la cocina 4 personas 
45 minutos para que salieran los platos.
Aconsejo al gerente de espabilar sus empleados porque así no van a llegar lejos.","Esta en una buena ubicacion como el mall buenavista, los precios son razonables, el espacio es bonito, la comida es rica....tener cuidado, pues los platos son grandes...le falta mas platos del sureste asiatico, pero en general es un gran restaurante familiar para disfrutar de la...comida asiatica.Más","Bamboo by Noa es la version mas popular de Noa.  Rico la comida, grandes porciones, excelente servicio. Los cócteles son delicioso.  Un lugar para recomendar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",829,"Un sitio muy lindo, buena atención pero las porciones son diminutas. Los platos principales tienen el tamaño de una entrada.","Excelente combinación, calidad, servicio precio un menú bastante variado con opciones para todos los gustos","Me dieron ganas de comer tacos... Pues pensé Q maya me iba a dar una buena experiencia en este honor Méxicano pero la verdad fue normal, pedí un taco de Carnitas, otro barbecue y el emblemático el señor El Pastor. Pensé Q se iban a...respetar las tradiciones mexicanas, pero encontré unos tacos no malos pero tampoco excelente. Los tacos llegaron muy fríos, el relleno estuvo bueno pero creo Q deberías respetar la manera de como se hacen originalmente estos tacos, vuelvo y digo no estuvieron mal pero les faltó aun mas. Los demás platos de la mesa quedaron excelentes, los tacos si le faltaron más trabajo.Más","La tortilla fría el relleno sin sabor y caro para la calidad, no vale la pena, no se lo recomiendo a nadie","Lo que pedimos en general estuvo bueno, lo que les recomiendo es mejorar el pan de la hamburguesa. Los precios están acorde a lo que ofrecen.","Estuvimos en el nuevo local que abrieron hace ocho días en la 98 con 57 y la experiencia no fue la mejor. Pedimos una hamburguesa y un bowl; el pan de la hamburguesa no es de buena calidad y es más pequeño que la carne,...lo que dificulta comerla, se desbarata. Pedimos salsa de tomate y mostaza a lo que el mesero respondió que ellos no tenían “mostaza”. El bowl no era el mejor, era de lomo y la carne estaba dura, sobre cocinada ...
Al llegar la cuenta fue por $74.230 y pero al pagar en efectivo con $100.000, devolvieron $25.000, aunque no es mucho $800, no hay derecho que lo tomen sin decir nada. No lo recomiendo para nada!Más","Comida muy mala, cero sabor, único baño para hombres y mujeres daña la apariencia del lugar.
La verdad no volvería a ese lugar.","Simpático y Agradable, las expectativas eran otras, como de encontrar buena comida mexicana que no se encuentra en la ciudad, pero resultó ser un lugar agradable, con meseros amables y la comida, bastante buena. Los bowls, que parecen unas micas de esas viejas que usaban...las abuelas en los años 40 del siglo pasado, de peltre, hacen el ambiente chévere. Los de Atún, Salmón y Camarones, muy buenos. Excelente sabor y acompañamientos. Sinembargo, les hice notar que las porciones, que si bien son buenas para un almuerzo ligero y de carrera, son muy escasas. Deben revisarlo y aumentarlas, aunque eso signifique subir un poco el precio. Podrían tener las dos alternativas, pero definitivamente, salí falluco a completar por otro lado.Más","Muy frescos. Me gustaron los bowls. Pedimos tres diferentes y todos buenos. Un poco pequeños pero valen la pena.","Recomendado el de camarones y el de salmones,un poco picante pero tolerable, agua fresca de panela y lulo buen acompañamiento. El lugar agradable y bonito aunque el trafico para llegar es horrible.",NA,NA,NA,NA,NA
"830",830,"Execelente ambiente ! La mejor musica para mi el mejor bar en Barranquilla! Recomendadisimo ! Vuelvo pronto!","Excelente comida para empezar, Delicioso el Lomo Bestial lo recomiendo 100% , la atención es buena y la rumba ni se diga","exigieron pagar una botella más costosa de la que yo quería 

Y siempre que voy cobran cervezas y tragos de más roban sin miedo descarados 

Borran facturas a su antojo los meseros me pregunto si los dueños les importa un poquito mantener su buen nombre...Solo quieren tu dineroMás","Antes me parecía bueno hasta que fui recientemente y recibí muy mala atención por parte de 3 meseros, irrespetuosos, pesimo servico al cliente y los puedo identificar para quien le interese. Me consideraba cliente hasta mayo, no creo que vuelva a ir. Que lastima ver...como todo lugar en Barranquilla empieza bien y después empieza a ir en declive y después se preguntan que ya porque no llegan los clientes. Servicio al cliente 0/10 mi recomendación es que entrenen a su staff en como hablar e interactuar con la clientela y que entiendan el concepto y la importancia de su clientela que es la base de su negocio...Más","Hoy fuimos a Lobo que me recomendaron, me atendió Mariana; excelente servicio. Pedimos un lomo bestial termino medio y me llego perfecto!! Recomiendo tambien la hamburguesa de carne y una entraña buenisima! Luego de comer nos tomamos un coctel que se llama la madriguera y...estaba rico. Lo mejor del lugar es el ambiente! La terraza estaba a otro nivel!!Más","Ubicado en la mejor zona de fiesta de barranquilla, tiene una mezcla interesante entre bar, restaurante y discoteca... si llegas en la tardecita, tienes un muy buen resto bar, con música y tragos sofisticados, la carta de comida es excelente... lo mejor pasa con el...pasar de la noche, cuando a medida q los tragos se suben a la cabeza, bajan la intensidad  de la luz y suben la intensidad  de la música llevándote a un perreo intenso!Más","Estuvo aquí con la mi esposa y amigos en Abril. El bar tienes un patio muy hermoso y elegante. Los cócteles son muy ricos y muy bien preparados.
Me gustó mucho este bar. Seguramente voy a pasar nuevamente aquí la próxima vez que voy en...BarranquillaMás","la cerveza era más cara en la factura que la indicada en el menú, sin embargo, cuando nos quejamos, no se nos permitió volver a ver el menú para verificar, los camareros eran muy lentos, tuvieron que esperar más de 10 minutos hasta que pudimos...pedir bebidas - en servicio general muy hostilMás","Barranquila es una ciudad donde siempre he encontrado buena comida, pero el lobo es definitivamente uno de los mejores lugares en los que he comido. Pedimos una serie de platos diferentes y los compartimos entre todos. Mi favorito donde las mini hamburguesas que tenían un...gran sabor y los cócteles.Más",NA,NA,NA,NA,NA,NA
"831",831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",835,"esta super ricos los ceviches y los maricos ,muy recomendable
y esta bien la cantidad que te dan quedas muy satisfecho","Asistí a este restaurante en Santa Marta el 1 de mayo de 2018. Había una promoción q fue lo q me ofrecieron. Mi esposo y yo nos intoxicamos horriblemente. Fue lo único q comimos ese día. Luego escribí por instagram para avisar lo q estaba...sucediendo y q tomaran medidas y solo me dijeron ""lamento mucho lo que te paso"" ojo señores!Más","Es rico pero le faltan opciones para acompañar el ceviche. Es un comida rápida de ceviche donde tú armas a tu gusto es ceviche. El sabor estuvo rico.","Coctel de frutos del mar","Rico :)","El mejor ceviche de Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",836,"El pescado tenía un sabor un poco extraño, después de 3 a 4 horas todos estábamos entoxicados. Creo que este lugar está sobrevalorado, a los lados hay otros restaurantes que prestan mejor servicio y tiene n productos más frescos y sanos.
No volveré y recomendaré...a familia y amigos a no ir allá, es poner en riesgo la salud.Más","Recomendado ampliamente!! Que buenos platos de comida de mar, buen sabor y buena presentación, servicio agiil y la vista muy agradable. Destaco su aseo!","El proveedor siempre tiene excelente calidad , sin embargo , esta vez la atención no fue la mejor , los platos salieron a destiempo y algo fríos 
Pedí un arroz con camarones que estaba bien pero no lo sentí como algo de otro mundo

Los...platos son costosos pero grandesMás","Aparte que los platos no son nada baratos, trataron de engañarme sirviéndome corvina guisada en lugar de la sierra en zumo de coco que había pedido, y el mesero  cuando le hice ver el error insistió en engañarme diciendo que ese era ""sierra dorada"". De...otra parte, a mis invitados que pidieron filete de róbalo a la marinera, les dieron filete de basa que es de menor precio y calidad, y finalmente lo cobraron como róbalo. Un total engaño y burla al cliente. Era un cliente fijo cada vez que he ido a Barranquilla, pero no vuelvo a ir jamás!Más","Si el lugar está muy lleno (normalmente en alta temporada) la atención desmejora un poco y la calidad de la pesca, es aleatoria Te puede salir buena, como horrible. Pero en general, es buen lugar. No esperes aire acondicionado ni televisores 4K.","Atención promedio de 50 minutos para que el plato llegue a la mesa, desordenado nadie atiende, los baños terribles.","Para los que visitan Barranquilla, este restaurante tradicional es una excelente opción.
Buena cantidad y exquisito saber a orilla del río Magdalena.

Les recomiendo MOJARRA FRITA, agua de panela con limón y aguacate.","Es carísimo, la comida es mala, la atención es lo peor y los baños no tienen ni agua, super sucios. Ahorrense la mala experiencia.","Para el precio de la comida es muy costosa, de mala calidad. Una porción de arroz cuesta $10.000 COP. Si se solicita un plato adicional para separar porciones no lo brindan, y la atención del personal es pésima. Al momento de hacer la cuenta no...preguntan si incluyen el servicio, sino que lo van incluyendo sin preguntar al cliente. Muy mala experienciaMás","Ya he ido varias veces a este restaurante pero la última es la vencida no regreso más la comida muy regular al sabor del pescado no es fresco se siente de salida el mesero que nos atendió pues normalita la atención pero la comida si...muy regular hay mejores restaurantes con mejores precios al final el precio no es lo importante pero uno espera un buena calidad vs precio creo que en Barranquilla hay muy buenas opciones para comer comida de mar y está no es la mejor.Más",NA,NA,NA,NA,NA
"837",837,"Excelente ambiente estilo oriental, comida meditarrenáea con amplia carta para disfrutar, ambiente tranquilo, exquisito, excelente atención por parte del personal del restaurante, excelente ubicación, es un viaje al paraiso de los sentidos.

Muchas gracias por tan mágica noche.","Nos gustó el lugar en general. Hibol un problema con el pedido de mi esposo ya que confundieron lo pedido.
Buen ambiente y atención cordial. La comida muy rica. Volvería con seguridad.","La experiencia fue horrible. No me respetaron la reserva y querían que cenara en
 el bar el cual no tiene la infaesctura adecuada. A varios clientes le sucedió lo mismo. Y ningún mesero o administravo resolvió nada. Jamás lo recomendaría. Los meseros y directivos son...muy indolentes y no resuelven adecuadamente los contratiemposMás","Mejor imposible. Desde la ubicación , las instalaciones y su decoración y la gran variedad de platos deliciosos","Espectacular sitio, vale la pena ir, pedí pescado mediterraneo estaba bueno. No todos los platos son buenos por lo que les toca estandarizar más la calidad","La atención y el ambiente del restaurante es excelente (la decoración es impecable), los precios son muy elevados para lo que ofrecen.
Probé varios platos y estuvieron bien más no sobresaliente, sentí que le falta algo en la sazonada (me gusta algo más potente, y...bueno el nivel del restaurante amerita que sea algo que no hayas terminado de comer y ya quieres regresar). El plato insignia ""cucayo griego"" deben recomendarlo únicamente cuando se pide plato al centro. Es muy dulce, 3 bocados está bien, pero si se pide para comerlo una persona es demasiado empalagoso, parece más un postre.

Eventualmente nos volveremos a verMás","El lugar es hermoso! Me agrada que mantengan vigente el Hotel El Prado en Barranquilla, la comida buena aunque reconozco que no es de las mejores que he probado. El servicio muy bueno, sitio acogedor e interesante. Para una cita en pareja, con amigos o...familia. La sangría deliciosa!Más","En pocas palabras el mejor restaurante en el momento, recomendados el lomo macadamia y el cucayo de mariscos. Es un restaurante para sentarse con tiempo, contemplar el lugar y disfrutar el ambiente.","Inicialmente quería ir porque se veía hermoso en fotos pero de alguna forma estaba dudosa de la calidad de la comida, pero nos fue buenísimo. De entrada pedimos los nachos con un dip como de mariscos,y unas yuquitas deliciosas. Yo pedí la pasta de mariscos...con tinta de calamar y estaba excelente, compartí con el arroz caldoso de mariscos y me gustó aun mas que la pasta. La atención es formidable! Realmente es costoso pero vale la pena para una ocasión especialMás","La comida me llego incompleta, le faltaban ingredientes y la relación calidad precio fatal, muy caro. El lugar lindo",NA,NA,NA,NA,NA
