"","id","cocina","rango_precios","calificacion","numero_calificaciones","direccion","horario","comentarios","ranking"
"758",758,"Venezolana","Medio",4.5,102,"Calle 93 No 51-37 El Poblado, Barranquilla Colombia"," Cerrado ahora:  Ver todos los horarios","ceviche tricolornos animaron a probar la chicha moradapara acompaar los platos y nos gustel restaurante presenta los platos principales de esta gastronoma el pescado a la huacaina croquetas de camarn etcsin embargo me llamo la atencin el ceviche tricoloresta muy bien presentadolos dueos son muy amables y puedes preguntarles de los platos que le darn detalles curiososaunque el lugar no es grande es cmodo con aa y buena atencion hay das especficos donde preparan el aji gallinamsmuy buena opcion en barranquilla bbben nuestra ultima visita a barranquilla nos recoemndaron un restaurante peruano muy cerca del terminal de transporte de berlinas que viaja a cartagena alli fuimos atendidos por los dueos quienes son excelente anfitrioneslas opciones de ceviche estuvieron fabulozas el lomo salteado a la maneratradicional y todos los sabores muy peruanosmsnuena pero muy costosala comida es buenael sabor es tpico peruano el restaurante es pequeo y sencillo pero considero que el precio de los platos es exageradoel mejor almuerzomuchas gracias por la atencin recibida fuimos atendidas por los dueos del local personas muy amables excelente comida y ambientemuy buena comidarecomiendo los platos fantasa criolla y fantasa marina buen ambiente excelente atencin autntica comida peruanabuena eleccin y grata atencinluego de una jornada de trabajo extensa decid revisar restaurantes de comida peruana y di con este ped un pulpo per caribe y sin problemas me hicieron un cambio del acompaamiento el sabor y la coccin estaban perfectas y la combinacin con chicha morada fuelo mejorla atencin por parte de los dueos desde que ingres hasta que me retir del restaurante recomendadomsun pedazo de per en barranquilla el mejor arroz chaufa que hemos probado el servicio es muy especial te atienden los dueos un peruano y una cartagenera muy atentos simplemente deliciososabor peruano en barranquilladespus de una semana de comida colombiana buenas y diferentes a la peruana el tiradito y el ceviche fueron una delicia un viaje mental a pertoda una deliciadeliciosa y variada comida peruanay clida atencinel ambiente es pequeo y acogedor a todos nos encantdeliciosola comida es exquisita la mejor comida peruana de barranquilla su dueo es peruano y destaca que la comida mantiene la tradicin de los hogares del per las mejores salsa huancana que podrn encontrar en esta ciudad","#45 de 503 restaurantes en Barranquilla"
"759",759,"Venezolana","Medio",4,48,"Cl 93 49 C-187, Barranquilla Colombia"," Cerrado ahora:  Ver todos los horarios","interesante experienciapedimos mero azteca mero 3 pimienta y rbalo gratinado en salsa marinera y rbalo en salsa marinera adems de pulpo resalto la frescura de los pescados y mariscos adems de sus guarnicionesla mejor opcin para comerla mejor opcin para comer langosta en barranquilla los langostinos tambin son muy buena opcinel servicio es muy buenorecomendadorestaurante comida de mareste es un restaurante para pedir comida de mar relacin preciocalidad muy bueno mi plato preferido es la cazuela heroica el mero a las 3 pimientasa probarlo despus de haberlo postergadollegamos un poco tarde tipo 3 pm para tomar los alimentos almuerzo en una tarde perezosa de domingo habamos odo bastante de este restaurante muy bajo de estndar y no creo que haya razn para que lo servido tenga tan poca calidad una cazuela quepareci servida para acabar con lo que haba en las alacenas espesada a punta de leche de coco pobre por no decir con harina muy malo o me toc un mal diano volveramsexcelente comida de marubicado al norte de barranquilla la decoracin y mobiliario aceptable la msica se escucha muy bien el servicio muy bueno fuimos seis amigos a la hora del almuerzo la cazuela de langostinos que ped realmente exquisita los que pidieron pargo quedaron felices y quien pidiun robalo gratinado dijo que le haba tocado el mejor plato todos pedimos el mismo postre seis para seis buensimo infortunadamente no recuerdo el nombre seguramente por culpa de la muy buena sangradefinitivamente es un lugar delicioso para compartir con amigos o familia los precios altos pero vale la pena hacer el gastomsgozando del ambiente costeosu gente y su alegriamuy buena atencionlocal muy bien decoradomuy buena ambientacion y una comida espectacular la calidez de las pesonas hacen de este un lugar muy agradableretornandoeste restaurante es uno de nuestros favoritos buena comida de mar muy buena atencinvariedad de platos no tiene pierde para todos los gustosa satisfaccinambiente caribe clsico y adecuado multiplicidad de opciones entradas y licores parqueadero pequeo el servicio de alto nivel igual que sus precios mi plato salmn indescriptible y sin espinas recomendadocomida romanticaambiente atencin comida muy buenos cantidad del plato aceptable el parqueadero es muy pequeo para toda la clientelamuy ricoreservamos para 15 personas un almuerzo de la oficina previamente habamosescogido tres opciones de men la comida deliciosa la atencin super amablela decoracinsimple y linda aunque hacia un poco de calor","#76 de 503 restaurantes en Barranquilla"
"760",760,"Venezolana","Alto",4.5,458,"Carrera 48 # 74-71, Barranquilla 083001 Colombia"," Cerrado ahora:  Ver todos los horarios","atencin horriblela atencin al cliente es psima el que pide las reserva literalmente nos echo como perro por su casa cuando nos hibamoscomida bienmailia fuera de seriemailia algo fuera de serie lugar hermoso y delicioso impresionada con este restaurante degustamos varios platos los cuales compartimos en familia exquisito sabor buenas cantidades hermoso emplatado inmejorable atencinrecomendado para repetir y repetirexcelente para reuniones con amigosdeliciosovine a una reunin de reencuentro con amigos del colegio y ped una llanura de mariscos un plato con queso azul championes muchos mariscos quede satisfecho es un sitio para volver la msica muy acorde al lugar lo recomend sin lugar a dudasun lugar de ensueo vine despus e mucho tiempo con unas amigas el ambiente muy acogedor la atencin muy especial los meseros muy atentos pedimos unos costeitos de entrada que son perfectos para compartir y de plato fuerte un ceviche pasin con maracuya y coco deliciosisimosimplemente deotro mundo recomiendo mucho este lugar espero volver prontomses una experiencia completaes una experiencia completa un lugar mgico con una comida llena de sabor sper recomendado para volveraqu conoc tripadvisoraunque he visitado innumerables lugares nunca haba utiizd esta aplicacindespus de darnos gusto con tan exquisita comida muy amablemente seacercaron a preguntarnos como nos pareci todo a lo que respondimos juntos excelentey aqu estoy dando las mejores referenciaspar muestra un botnles muestro mi platodivino y deliciosomsvisita en familianos sabamos de este lugar y fue sorprendente para todossobre todo que hay repostera y sanducheria al lado y salones de eventos en la misma cuadranos recibieron muy amablemente y me encant enseguida porque tiene una terraza interna con juguetes para nios yesto hizo que mi hijito tuviera una velada nada aburridala comida deliciosa todo creo que a todos nos gust y mucho pedimos varios platos que compartimosrobalo almirante salmn con naranja y romero arroz de cangrejo y langostino y otros ms que comida tan buena con excelente sabor presentacin y buenas porcionescomplementamos con un postre muy recomendado receta de la abuela la escarlata de fresas algo del otro mundo indescriptiblealgunos muy dulces terminaron tomando ms caf y ms postres en la repostera de al lado nachos desserts deliciosa tambinprometo volver ms a menudo y darlo a conocerlos meseros amablescalificacin excelentemspechuga rellenapechuga rellena de esprragos pero adems con championes y almendras enmielados y sabor a champagne delicia de sabores con lo dulce salado crocante y suave que segn mi criterio debe llevar cada platomuy buena atencin un poquitn demorado pero vali la pena la esperafuimos por ser fogn de oro consecutivo pero escogimos el restaurante por haber sido fogn de oro varios aos consecutivos fuimos plan familiar 25pax pues mi prima reciba grado por lo que previamente se haba escogido el men que por ser eventoera un men diferente coctel de maracuya cortesa de la casay debo decir que fue lo mejor de todo entrada antipasto de berenjena con pan rabe bueno ensalada de la casa frutas que en nuestro caso fue meln dulce lechuga crespa y algo crocante que no estoy segura que fue pero estaba ricaplato fuerte arroz saigoncito arroz con vegetales al carbn maz tierno tocineta y ajonjol debo decir que latocineta brill por su ausencia no la sent ni en sabor ni la vi tampoco los vegetales eran solamente pimentn verde y rojo en unos tamaos exageradamente grandes a su vez el sabor era demasiado invasivopara mi gusto y un total desatino ojo que es mi gusto personal postre flan de quesomuy normal no me lo comvalor del plato43000 que pesar que el recuerdo esta vez no fue bueno ah el servicio no estuvo chevere dos comensales se quedaron sin postre le dijimos en dos ocasiones a los meseros y resulta que se haban acabado para solucionar cmo los platos ya estaban pagos y quedaban dos personas que no fueron pero igual se pagaron los platos sacaron los para llevar del papel aluminio y los emplataron nuevamente agregndole una cereza de topping la cuenta se fue por un milln larguito hubisemos ido a otro lado para resumirno no regreso lo nico que puedo destacar en esta ocasin es que el sitio es hermosomsbien pero falta oferta vegetarianaes agradable el sitio y la comida es de buen sabor no es apto para vegetarianos ya que no hay platos especficos simplemente quitan la proteina en un par de platos","#12 de 503 restaurantes en Barranquilla"
"761",761,"Venezolana","Medio",4.5,31,"Carrera 49 #68- A, #6899, Barranquilla Colombia",NA,"experiencia insatisfactoriala comida no me gust el pescado sierra excesivamente seco y como que lo haban hecho desde la maana y lo refritaron en la tarde patacones tiesos arroz de coco sin sabor ni color la ensalada de la sierra fue simplemente cebolla y tomate paraun plato de 20mil pesos no sirvieron ni agua ni agua de panela con la comida la ensalada del combo 5 fue notoriamente agradableplatos de plstico las instalaciones del restaurante en malas condiciones no hay puerta para entrar puerta que divida los baos las paredes estn en malas condiciones y dan la impresin como de estar en un lugar abandonado la acstica es mala y adentro es muy ruidosolas sopas las sirvieron fras y las huevas de pescado estaban secas y sin sabor el pur que sirvieron no tena buen sabor ni tena sentido mi langosta no tena sabor a nada y el arroz de marisco fue una total decepcin realmente una gran decepcin lo nico que fue positivo de este restaurante fue la cazuela de mariscos una de las mejores que he probadomsmuy amontonado todose demoran en atender y no es muy cmodo el lugar deben invertirle ms mucha calor y no es fcil encontrar lugar para parquearexcelente relacin calidad precioprecios econmicos excelente calidad buen servicio diversidad de platos excelente calidad de los ingredientespescado pescandomuy buena opcin para comer pescado a buen precio servicio atentoxitosadministracin mejoren la limpieza del bao que deja que desearel sabor del mar en la ciudadel humito es un restaurante de comida mar en el cual puedes encontrar numerosos platos de la cocina costea con excelentes y exquisitos sabores que te transportarn a un espacio mgico y sentirs que ests comiendo a la orilla de la playa con la brisacerca y el mar a tu lado el seor que vende el aguacate en la entrada es un bacnmsalmuerzo de domingo la relacin precio calidad es buena pedimos 3 platosuna cazuela de mariscosque tiene todos los mariscos pero poco camarn delicias del chef que es robalo relleno del camarn gratinado malicias del chef que tiene ceviche de robalo palmito marinados anillos de calamar ycola de langosta el acompaante es arroz de coco que es muy bueno y los patacones delgados y crocantes en conclusin vale la pena irmsla comida en playa te parece caradebes ir al humito el mejor precio del marhe tenido la oportunidad muchas veces al humito porque a mi madre le encanta platos del mar super econmicos afuera siempre esta el seor del aguacate para que aj mates dos pajaros de un solo tiro el sitio siempre siempre esta lleno eso da buenaseal nosoy especialista en alimentos y creamente este lugar tiene los cuartos de congelacion de tu vida anmate a probar aca tus platos favoritos del marmscomida deliciosael lugar no es el ms elegante es una casa acondicionada como comedor pero la comida es deliciosa econmica y variadahay que ir con buen apetitolo ms tpico del mar al mejor precioir al humito es como almorzar en el patio de la casa de la abuela el calor y el ambiente se te olvida cuando comienzas por la sopa de la casa y te sirven tu plato principal sus porciones son bastante generosas y sus precioslos mejores ira una y mil vecesmsbuenola comida es muy rica en especial la cazuela tienen que mejorar la adecuacin del restaurante ya que es muy bsica","#77 de 503 restaurantes en Barranquilla"
"762",762,"Venezolana","Medio",4,125,"Carrera 50 # 82 - 254, Barranquilla 080020 Colombia"," Cerrado ahora:  Ver todos los horarios","no justifica precio psima experienciafuimos en pareja y pedimos una cazuela de mariscos cada uno 26900 costaba cada cazueladespus de media hora o ms las trajeron y empezamos a probarlaspara sorpresa nuestra la cazuela pareca ms una sopa que le dan a uno cuando se compra uncorrientazo era un caldo aguado lleno de verduras picadas contamos 3 camarones en cada una y como 3 anillos de calamar y un picadillo casi que desmenuzado de pulpo le sacamos todo lo que pudimos casi que con lupa y an as el plato qued lleno de sopa es decir no le pusieron literal nada de mariscos carsimo ese plato salimos de ah con el mismo hambre con el que entramos no comimos nada y si nos toco pagar casi 70000 pesoshicimos la observacin y cmo si nada pasara nadie vino a decirnos algo o a ofrecernos una disculpa con las mismas nos toc pagar nosotros porque no queramos buscar problemas pero divinamente hubisemos podido salir sin pagar nada ya que uno como consumidor tiene derecho a no pagar por algo que no gusto que no estaba bueno y que no era lo que uno comprolastima cmo daan la calidad de la comida de esa manera aos atrs no era as sent como si me estuvieran regalando la comida y no vendindomelahoy perdieron 2 clientesmsalgo muy normal ped un arroz que vena con camarones y coco la verdad la calidad demasiado normal y el precio alto tena pocos camarones y el sabor a coco no se sintihay potencial y cosas para mejorarun arroz de mariscos exquisitoeste restaurante ofrece un arroz de mariscos supremamente delicioso y exquisito las verduras que lo acompaan son frescas crocantes y un arroz que quizs deseas pedir otro plato del mismo pienso que pueden ser ms rpidos al momento de servir lo solicitado sin embargo valela espera porque cuando te sirven no quieres que tus cubiertos descansen en el platomsmuy normalitofui a uno ubicado en el centro comercial villa country el negocio tiene pinta de almorzadero la atencion no es muy buena y la comida no es nada del otro mundo las porciones son pequeas y creo que los frutos del mar algo escasos entu plato en sintesis si no te queda de otra pues visitalo igual hay que comer algomsnormal la calidad puede ser mejor o los precios ms bajosfuimos a celebrar el cumpleaos de un amigo y pasamos un rato agradable sin embargo la comida fue muy normal para el nivel de precios que maneja adems hacia calor y los aires no se sentan tienen todo para ser un excelente restaurantela atencion hace la diferenciafui a este restaurante invitado por un gran amigo pedimos la oferta del lunch y quiero recalcar ciertas cosas1 normalmente uno cuando pide un pescado frito por muy tradicional o poco gourmet que se vea pongale los cascos de limon para que uno selo heche al pescado eso es algo normal y creo que obligatorio de sabor muy bueno y el pescado estaba fresco2 la atencionsihay que tener un mejor servicio cuando los platos en promedio cuestan 25000 pesos cop no es un almorzadero por ende los meseros deben mejorar su atencionmsantojos en familia aunque fuimos al restaurante cevichitos de centro comercial villa country puedo asegurarles que el men es sensacionalen el lugar es tranquilo bien ubicado no tan cerca a la plaza grande de comidas del cc con un ambiente tropical pero distinguido con msica ambientalpara una cena agradable en pareja o familiaen mi caso fui con mi esposa y mi hijo sorprendindonos que a pesar de tener platos fuertes de pescados ccteles y mariscos tambin tienen men que pueden disfrutar los nios como los deditos de pescado apanados con papitas a la francesa se los recomiendo nosotros disfrutamos de un delicioso arroz de camarn el cual nos fue preparado a nuestro gusto luego de solicitar algunos cambios en la preparacin al joven que muy amablemente nos atendi y por supuesto dndole desde aqu las gracias al chef que interpret de forma perfecta nuestras recomendacionesy que decir del granizado de tamarindo que nos ofrecieron y de verdad que delicioso al paladar luego de un almuerzo como este de mi parte les regalo una ms a todas las que tienen por sus excelentes calificaciones en tripadvisor y gracias por su esmero en la atencin durante nuestra visitasin duda hay que volver msla peor comidaped el arroz de la foto y me lo enviaron por 26400 pesos y me cobraron 7000 pesos de domicilio por un arroz negro con cebolla y pimentn quemado adjunto la foto para que se den cuenta que es publicidad engaosa sabe terriblemsalrjoyiyo director comercial en cevichitos respondi a esta opininmuy buenos das primero darle las gracias por tomarse el tiempo de comentar su experiencia con nuestro producto seguido ha esto pedirle disculpas por todo lo que negativo su comentario nos impulsa a mejorar tomando correctivosms1682017fui al centro comercial villa country me contaron mucho sobre ese restaurantecevichitos con los comentarios de mis amigos compaeros etc me pareci el sitio perfecto mal servicio la mesera un desastre con el celular en la mano hablando cosas estpidas con las cocineras las cocinerasen el piso sentadas el mesero arrastrando los pies la comida fatal pido factura personalizada nadie saba cmo hacerla no tienen el nit 3horas para hacerme una factura y mal echa ped sin servicio y an as lo cobraron ped unas pastas luego me arrepent no me las dieron y me las cobraron fui por mis compaeros pero que mal trato no fue como ellos me lo dijeron de 10 le doy 1000 compaero si tiene un restaurante trate que sus empleados quieran ms el trabajo una basofiamsmuy buenos das espero que se encuentre excelente le quiero dar las gracias por su comentario para nosotros es muy importante el tiempo que ha tomado para compartimos su experiencia en das pasados se tomaron correctivos cualquier tipo de comentario de nuestros clientes es muymsbuen servicio mal saborsiempre que viaj de medelln a barranquilla me gusta comer sus platospero ayer tuve una mala experiencia en el restaurante central pedimos una lasagna pulpo calamar y una cazuela gratinada la cual no tena buen sabor estaba aguada y la lasagna empalagosa la verdadestoy decepcionada han bajado la calidad de sus platossolo voy a resaltar el servicio que estuvo muy buenomsmuy buenos das gracias infinitas por su comentarios estos nos permiten ser mejor cada da queremos ser los mejores siempre estos errores nos cuestan mucho nuestros producto y servicios deben ir de la mano y deben ser intachables ya implementamos un plan de mejoras enms","#123 de 503 restaurantes en Barranquilla"
"763",763,"Venezolana","Alto",4,63,"Carrera 58 70 80, Barranquilla 080002 Colombia"," Cerrado ahora:  Ver todos los horarios","excelentelindo bien decorado el cucayo una experiencia excepcional de postre el enyucadogracias julio el mejor meseromala comidafui con mi pareja a almorzar y los langostinos estaban podridos nos quejamos y lo que nos dieron fue un postreno hicieron la mnima intencin de cambiar el plato no recomiendo la comidamshola mara gracias por tomar el tiempo de escribirnos tu opinin estamos complacidos que en principio hayas pensado en nosotros para la hora de almuerzo sin embargo vemos que tu experiencia no fue muy agradable y no has quedado complacida con la respuesta de nuestromsambiente tropical men variadoel restaurante ofrece varios ambientes especialmente tropicales sin embargo faltan espacios ms ntimos y un poco separados del flujo de visitantes el men es variado y sus platos son muy bien presentados la atencin podra mejorar especialmente en la prontitud en la atencin y losmeseros deben estar ms dispuestos a explicar el contenido de algunos platillos sobre todo cuando los precios son un poco altos tambin podran ampliar la gama de cocteles y bebidas tropicalesmsgran cocina localexcelentes platos con sabores locales a nivel gourmetamable servicio profesional y buenas instalacionesrecomendado para conocer la cocina local con algo de fusin y un gran servicioesta ubicado en un una zona segura fcil de llegar incluso caminando desde los comercios cercanosfeliz cumpleaos 50excelente sabor atencion precios favorables variedad comida de mar buena msica en vivo parqueaderolindo lugar y buena comida es un restaurante lindo buena atencin ambiente agradable la comida es rica y lo mejor de la carta fue el postre de textura de coco recomendadoexcelentela atencin fue 10 de 10 el mesero nos guo en la carta nos ayud a elegir los mejores platos la comida no slo lleg rpido sino que estaba muy fresca y super las expectativasespectacularme gust todo de este restaurante de entrantes pedimos el mix de ceviches y cada uno de ellos estaba mejor que el anterior buen servicio anteriorexcelente lugarel lugar es precioso cmodo con msica en vivo que anima el ambiente pero tambin permite conversar excelente atencin y la comida muy rica los platos son abundantescena romanticafui a cenar con mi esposo y la verdad el sitio me encant mucho la msica excelenteen vivo y la atencin en la mesa estuvo perfectapedimos la pesca del dia y ambos platos estuvieron bastante bien sin embargo creo que los precios unpoco elevados creo que podran devaluar esoan as pasamos una velada agradable volvera a probar algo ms de la cartams","#63 de 503 restaurantes en Barranquilla"
"764",764,"Venezolana","Medio",4,23,"Carrera 41 63 60 Cra 41 63 - 61, Barranquilla 080002 Colombia"," Cerrado ahora:  Ver todos los horarios","comida de mar en la ciudadla comida es fresca buena temperatura y gran sabor la limonada de coco es muy dulce la atencin muy buena excelente serviciola mejor comida de marexcelente buen precioy comida deliciosa recomendado los arroces de marisco bolis de coco y el enyucadocomida buena lugar divinome gust ms la ambientacin del sitio que la comida es una casa remodelada y crearon un ambiente playero bonito pero la comida estaba rica normalrocas del mar barranquillaexcelente servicio precios cmodos abundantecomida meserosbien presentados favilidafes de pago ambiente acogedorrico almuerzoricos platos comida fresca la atencin es inmejorable y el ambiente te remonta a estar en la playanovedad salieron dos pedazos de plstico en la cazuela de mariscosel sabor rico pero peligroso ambiente agradablesede prado no lo recomiendolindo sitiobuena ubicacionservicio regularcomida cara para lo que vale no verifica la coccin y los jugos son aguaslos precios no son demasiado alto para el tipo de comidaadems de buena presentacin la comida debe sersabrosasabor a marla atencin de personal es muy buenael ambiente te hace sentir en playa hay espacio abierto externo y si lo prefieres existe salnes cerrados con aael men se especializa en pescados y mariscos aunque tambin variedad de asados los pescados en filete megustaronmsexcelentemuy buena comida y decoracin 100 los meseros super atentos el parqueadero pequeo y a veces no hay dnde parqueardomingo de almuerzola variedad de comida de mar es bastante buena los platos bien elaborados y frutos del mar frescos no me pareci agradable el piso que es de tierra y no es adecuado porque aparenta suciedad igual las mesas y sillas de mala calidad y comodidad","#107 de 503 restaurantes en Barranquilla"
"765",765,"Venezolana","Bajo",5,8,"Calle 80 68 23, Barranquilla 080001 Colombia"," Cerrado ahora:  Ver todos los horarios","es una vaina celestialdefinitivamente uno de mis restaurantes favoritos en todos los tiempos el balance de precio sabor delicioso cantidad muy solidaria no tienen igual peruanoperuano peruanisimooooooooo el chef es oriundo de all la gente que ha viajado a peru da fe que es como tener al pasdentro de ese restaurante el men no es fusin el men es peru encuentras incacola cuzquea pisco chicha morada entre miles de elementos de ese pas definitivamente es excelentemsfantsticoes un lugar muy acogedor para compartir cualquier da se convierte en especial ah dentro les recomiendo la cazuela de mariscosmuy exquisita y finalizando con esa torta de chocolate waooolo mejor de lo mejorbuena comidabuena comida precios justos agradable la atencin es una mezcla de sabores peruanos con toque internacionallo mejor de la cocina peruana en barranquillala comida es sencillamente espectacular las porciones son generosas tiene mucha variedad pero para mi lo mejor de la carta es el pulpo aunque los arroces y los platos saltados son riqusimos tambin super recomendadofantsticoexcelente comida y servicio es un lugar acogedor y donde cada plato est bien preparado y con el autntico sabor peruanoexcelentedesde que cruzas la puerta de entrada al lugar puedes sentir un ambiente diferente la msica la iluminacin y la cortesa del servicio permiten que te sientas ms que a gusto la comida es muy deliciosa y abundante sin perder la elegancia que envuelve elplato los precios son muy razonables sin duda alguna regresarmsexcelente cocina peruanael mejor lugar para disfrutar de lacocina peruana en barranquilla la triloga de causas es un espectculo el arroz caldoso con langostinos tiene un ahumadito exquisito las cantidades son responsables la chicha fue una muy agradable sorpresa y los precios muy razonables definitivamente gran eleccingran serviciomuy buen lugar excelente servicio el chef sali de la cocina para darme consejos sobre las mejores opciones para todos es muy servicial excelente comida tradicional","#132 de 503 restaurantes en Barranquilla"
"766",766,"Venezolana","Medio",3.5,7,"Cll 60 #46-52 entre Carrera 47 y Olaya Herrera, Barranquilla Colombia",NA,"un sitio acogedor y muy agradableun sitio acogedor y muy agradable los precios son acorde a lo que se sirve y el servicio es excelenteopininun sitio agradable para estar cocteles deliciosos y con gran variedad en su carta vale la pena llegar a disfrutar del sitio con los amigosuno de los mejores lugares para comer cocteles y cevichesel mejor sabor de cocteleses la mejor cevicheria por relacin de preciocantidad y sabor recomendasimo las croquetas de robalo y todo los cocteles de mariscos ojo solo reciben efectivopescados sin comida de marmuy regular la atencin el arroz de coco no sabe a cocoel arroz de camarn es un arroz de verduras con unos cuantos camaronesy la cazuela fatal tuvimos que devolverla porque era una sopa simple y aguadabuen lugar tradicionallugar tradicional de barranquilla para comer mariscos tiene parqueadero en la calle y sillas al aire libre y con aire acondicionadono es el mejor lugar para comer mariscos pero por su precio y calidad es un buen lugar lo importante es que se muevey el pescado es frescorecomiendo el peligroso al ajillo o gratinadoms","#325 de 503 restaurantes en Barranquilla"
"767",767,"Venezolana","No disponible",4,5,"Calle 93, Barranquilla Colombia",NA,"han desmejorandoporciones pequeas pedmos un pescado no estaba fresco muy demorada la atencinnos trajeron un plato con limones viejos partidos por la mitad y el exprimidor estaba usado siento que ha bajado de calidadeste era un restaurante que me gustaba ir pero siento que se viene quedando respecto a las innovaciones que presentan restaurantes de su misma linea y eso los ha afectadosiempre ibame encantaba ir aca pero sali decepcionado al comer y encontrar un pelo de la seora que hace la comida en medio la comida y que me cobren como si nada siendo un cliente frecuente muy tristesiempre muy buenocatamaran es un lugar que siempre que viajo a barranquilla no me puede faltar la seafood salad y la picada nicas y deliciosas y con un jugo de corozo te hacen sentir en la costabuena comida de mareste es un pequeo y agradable restaurante que ofrece una buena variedad de mariscos una gran oferta de miti miti plate donde puede elegir los platos del men buen servicio","#300 de 503 restaurantes en Barranquilla"
"768",768,"Venezolana","Medio",4,47,"Carrera 56 # 146, Barranquilla 081007 Colombia",NA,"excelente comidavine a comer con mi familia la cazuela de mariscos es espectacular la mojarra frita ni se diga la atencin fue buena y el ambiente agradable en general fue un almuerzo buenodelicioso una buena opcin para comer pescado fresco en la ciudad de barranquilla muy buena atencin por parte de los meseros del lugar la comida es deliciosa la presentacin de los platos es excelente los precios del lugar estn desde los 25 mil cop hasta los70 mil cop por una langosta cada precio lo vale en el plato el costo beneficio es excelente el lugar lo recomiendo para celebrar cualquier da y a pesar que siempre hay buen flujo de comensales la atencin no baja de calidadmsbienvenida a un curramberoexcelente opcin siempre es la mejor opcin en la ciudad para comer pescadosfuimos 7 personas que salimos siempre muy satisfechos bien sazonados bien presentados y buenos precios ojala lo mantengan en ese mismo niveluna nota han encementado lo que debe serun antejardncon mucho verde csped matas y flores han incrementado la evaporacin y el incremento del calor adems es ilegal y deteriora el entorno del barrio ojala tomen la decisin de demoler esa plantilla y volver al jardn y verdor se lo agradecern todosmsdeliciosola preparacio de la comida de mar con el ssbor costeo del arroz de coco hacen que puedas disfrutar un delicioso plato de camarones al ajillorico mesa bien servida platos con buen sabor aunque los tamaos pueden ser un poco mas grandes ideal para comer el pescado en toda las presentaciones recomendado el robalo apanado el flan de coconegociosme gusta la comida de all porque es fresca buena atencin precios mdicos ambiente agradable lo difcil es la llegada hasta allpescados en currambadifcil encontrar lugares para comer pescado en barranquilla a pesar de estar sobre el caribe aqu siempre se encuentra un restaurante de buena calidad pescados y mariscos frescos y bien preparados no digo excelente porque es muy difcil dar esa calificacin pero dira que eslo mejor no slo de la ciudad sino de la costa por favor no dejen que esa calidad decaiga nunca el pargo excelente con su carne pulposa sper fresa la cazuela ertica excelente el rbalo excelente el salmn igual y adems sale uno satisfecho con lo generoso de sus porcionesa ojo cerradomsespecialisimo en comida de marel sitiocuenta con distintos salones con un ambiente adecuado y muy comodos el men variado con buena presentacin y el sabor excelentecomida de mar con recetas locales este restaurante de especializa en comida de mar con preparaciones locales tiene buen servicio y un variado men no es sofisticado pero si una buena opcin si se busca ese tipo de comidacumpleaosla atencin fue buena la comida fue servida con prontitud la variedad del plato y su preparacin estuvo acorde los precios estn bien la nica falla es el parqueadero muy estrecho de poca capacidad pero en trminos generales todo estuvo muy bien volver","#119 de 503 restaurantes en Barranquilla"
"769",769,"Venezolana","Medio",3.5,15,"Carrera 54 75 78, Barranquilla 080020 Colombia",NA,"comida de mar caribearestaurante especializado en comida de mar robas parto atn salmn y mariscos son sus especialidades ambiente familiar descomplicado y acogedor de acceso fcil sus platos son los tipidcos de comida marina de barranquilla servicio muy rpido sus platos son con comida abundantebuena comidael pargo rojo con arroz de camarones estaba muy buenolastima que no tuvieran jugos tpicos como el de zapote o nsperode las mejores cazuelas de mariscoses un buen lugar para comer mariscos no es el lugar ms elegante pero sin duda el sabor de su comida es espectaculararroz camaron no sabe a camaronel arroz de camaron es arroz de verduras con algunos camarones los precios del pescado frito demasiado altosel sabor del marplasmado en un platome encanta que desde que entras sientes ese rico sabor a mar sin lugar a dudas un lugar organizado con buen servicio pet sobretodo una comida con 100 de calidad y altos niveles de higiene muy recomendadodelicias del marcada vez que vengo a barranquilla no pierdo la oportunidad de disfrutar las delicias del mar en este restaurante adoro comer el arroz de marisco y me siento muy cmodaarroz de mariscosun restaurante que vale la pena ir sobre todo para probar el arroz de mariscos es excelente tiene buen sabor y la cantidad es muy buena para una sola persona adems de la sopa de pescado te prepara para el plato fuertela ambientacin esnormal de un restaurante que pensara yo lo pueden mejorar y hacerle una renovacinmsuno masaceptable la comidaanclado en el formato setentero de los restaurante criolloslos precios algoaltoses un sitio familiarno formallos pescados ofrecidos como tales parecen ser sustituidos por filetes parecidos algo que pasa con el filete basa en algunos restaurantes al ofrecerlocomo rbalo o corvinamsbuena comidatuve dudas al llegar al lugar por los comentariospero lo decid y llegueped un robalo a la marinera esto viene acompaado de arroz con camaronespatacones y ensaladamuy buen sabor me gusto mucho de postre un flan decaramelotambin me gusto se nota que estn mejorandoy vale la pena volvermsbuen men no es econmico sin embargo los platos valen lo que cobran muy buena cocina excelente saznlugar limpio y aseado","#284 de 503 restaurantes en Barranquilla"
